0.9,0,0,10.286
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.6146
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1.1511
0,0,0,0
0,0.2324,0,0
0,0,0,0
25.6,0,16.267,0
0,0,2.9003,0
0,0,0,0
0,15.525,1.5132,0
0,0,0,0
0.1,5.5385,0,5.109
15.4,0.5225,0,0
1,13.794,5.0031,1.3362
4,1.3585,4.8069,2.2008
4.4,8.022,0.8109,1.0066
0,0.4775,10.361,20.707
10.9,0.4775,4.6852,10.138
4.5,12.129,14.867,1.3661
0,4.8705,0,3.4776
0,0,0,1.8216
0,0.4555,2.5079,3.4776
0,0,0,3.312
6.1,0.8199,4.6342,24.343
0,19.36,2.3664,10.296
4.2,1.3552,8.6768,0
2,3.0008,3.451,14.664
1.4,0,4.3384,7.592
30.1,6.6495,6.7164,0
3,0.3069,6.0216,0
0,8.0817,2.6634,0
14.3,0,5.79,0
11.1,3.7851,1.4658,0
0,0.6041,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.8,0,0,0
0,12.474,0,8.5166
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
18.7,0,3.9942,0
4.4,5.9262,0,0
0,0,0.6657,0.8953
0,0,5.706,0
0,0,0,0
0,10.463,0,22.245
0,0,0,0
0,0,0,7.5537
5.2,0,0,0
0,0,3.2373,0.2358
0,0,0,0
0,0,0.2943,0
19.7,1.254,2.7468,1.179
14,22.442,1.5317,17.112
6.5,8.6905,25.318,15.243
28.8,16.999,1.2614,0
0,10.314,5.6763,17.544
0.2,0.2865,1.1326,1.7388
14.9,1.5487,2.5079,37.177
1,25.872,3.236,0
17.7,0.4555,0,0.0828
24.4,9.9299,34.463,4.0572
9.6,2.8072,1.3804,4.68
13,8.0344,0,1.352
0,41.721,0.0986,41.288
1.3,0,0,0
0,0,0,0
0,0,0,1.0557
0,10.537,0,3.9882
7,0,3.8214,0
1,0.1023,55.7,0.2346
0,8.8889,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.8,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1.277
0,0,0.0951,0
11.3,0,22.253,0
30.6,0,0,0
0,0,0,0
0,0,0,0
0,0,0.5044,0
9.4,0.3375,0,0
0,0,0,0
0,0,0,0
0.1,3.8665,0,18.314
0,0.9405,4.0221,46.531
0,0,0,0
7,0,3.2373,8.4102
3.1,4.775,7.8387,11.504
0.9,1.4325,1.3515,0
0,0,0.4505,2.3727
26.8,0,5.1357,3.8826
29.3,0.764,3.4787,9.9222
7.2,17.4,8.8181,22.604
10.8,0,1.5371,5.382
19.8,0,0,7.038
0,17.947,0,3.3948
0,4.7432,13.705,0.52
0,0,2.1692,5.2
10.2,0.484,0,15.288
0,28.943,0,1.248
0,0,0,0
0,0,0.1158,0.7038
0,0,0.579,39.295
0,1.5345,88.24,109.09
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.8559,0
0,0,0,0
0,0,0,0
0,1.0458,0,0.1279
0,0,0,0
0,0,0,0
0,0,0,0
26.5,0,0,0
0,3.375,0.6305,0
1.6,0,0,1.3362
1.7,0,2.2563,0
9.1,53.818,0,6.8382
2.9,3.2395,34.335,1.179
8.4,3.8665,5.0456,3.595
0,0,7.208,0
34.3,0.955,0.901,1.438
0,36.767,18.831,0
3.8,0,6.3102,0
9.2,26.055,0.2427,68.807
1.7,9.5655,0,0
7.1,16.489,0.7281,0.9936
21.7,23.595,0,0
8,10.164,1.0846,3.12
27.6,8.3248,11.635,13.936
4.4,0.7744,0,3.952
44.1,3.5816,0.1972,42.224
0,42.495,1.0422,5.865
0.5,25.473,0,12.434
0,1.9437,0,0
0,0,0,0
0,0,5.3268,0
24.8,0,0,0
0,0,0,1.5988
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.6,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.5,0,0,15.604
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1.3167
0,0,0,0.0693
0,0,0,0
3.9,0,7.3575,0
0,0.1045,0,0
6.8,0.209,0.1962,0
1.3,6.3745,0,1.572
3.9,0,2.5228,0
38.1,1.146,0,0
31.3,40.587,7.0278,23.943
